"total","Kingdom","Phylum","Class","Order","Family","Genus","Species","taxid","numseqs","pctseqs","patient_ID"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus thermophilus",1433289,1351,0.000306449549466991,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium","Eubacterium sp. NSJ-61",2764325,1339,0.000303727569752998,"covid_041"
4408556,"Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Micrococcaceae","Bacteria|Actinobacteria|Actinomycetia|Micrococcales|Micrococcaceae|Rothia","Rothia dentocariosa",762948,1257,0.000285127375040716,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus","Lactococcus lactis",1117941,1196,0.000271290644827921,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus thermophilus",1436725,1176,0.000266754011971267,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus macedonicus",1116231,1165,0.000264258863900107,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnospira","Lachnospira eligens",515620,1160,0.000263124705685943,"covid_041"
4408556,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes finegoldii",679935,1143,0.000259268567757787,"covid_041"
4408556,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella","",84111,1141,0.000258814904472122,"covid_041"
4408556,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Adlercreutzia","",447020,1124,0.000254958766543966,"covid_041"
4408556,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides","",375288,1122,0.0002545051032583,"covid_041"
4408556,"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Saccharomyces","Saccharomyces paradoxus",27291,1116,0.000253144113401304,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus gwangjuense",1433513,1111,0.000252009955187141,"covid_041"
4408556,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium","",1678,1102,0.000249968470401646,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sp. oral taxon 061",712623,1102,0.000249968470401646,"covid_041"
4408556,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Lancefieldella","Lancefieldella parvula",521095,1100,0.000249514807115981,"covid_041"
4408556,"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|","",4893,1065,0.000241575699616836,"covid_041"
4408556,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides","Parabacteroides distasonis",823,1060,0.000240441541402672,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus oralis",927666,1055,0.000239307383188509,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus koreensis",2382163,1044,0.000236812235117349,"covid_041"
4408556,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|","",543,1044,0.000236812235117349,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Oscillibacter","Oscillibacter sp. NSJ-62",2763056,1043,0.000236585403474516,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Oscillibacter","Oscillibacter sp. PEA192",2109687,1042,0.000236358571831684,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus anginosus",862970,1039,0.000235678076903186,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sp. 116-D4",2598453,1005,0.000227965801046873,"covid_041"
4408556,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides fragilis",817,990,0.000224563326404383,"covid_041"
4408556,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides intestinalis",329854,976,0.000221387683404725,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Latilactobacillus","Latilactobacillus curvatus",28038,973,0.000220707188476227,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus agalactiae",1311,970,0.000220026693547729,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus pseudopneumoniae",1054460,965,0.000218892535333565,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactiplantibacillus","Lactiplantibacillus plantarum",1590,918,0.000208231448120428,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lacrimispora","Lacrimispora saccharolytica",610130,912,0.000206870458263431,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sp. NPS 308",1902136,901,0.000204375310192272,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus thermophilus",1435981,891,0.000202106993763944,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Hungatella","Hungatella hathewayi",742737,870,0.000197343529264458,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus","Lactococcus cremoris",1111678,863,0.000195755707764629,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sp. I-G2",1156431,858,0.000194621549550465,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus thermophilus",1423145,835,0.000189404421765313,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Roseburia","",841,822,0.000186455610408487,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus thermophilus",1435974,808,0.00018327996740883,"covid_041"
4408556,"Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Propionibacteriales|Propionibacteriaceae|Propionibacterium","Propionibacterium acidifaciens",556499,800,0.000181465314266168,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium","[Clostridium] scindens",411468,799,0.000181238482623335,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus","Enterococcus faecalis",1351,795,0.000180331156052004,"covid_041"
4408556,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes communis",2585118,793,0.000179877492766339,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus thermophilus",1051074,793,0.000179877492766339,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sp. I-P16",1156433,790,0.000179196997837841,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sp. HSISS1",1316410,786,0.00017828967126651,"covid_041"
4408556,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Gordonibacter","Gordonibacter pamelaeae",657308,778,0.000176475018123848,"covid_041"
4408556,"Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Viruses|Uroviricota|Caudoviricetes|Caudovirales|Siphoviridae|","Lactococcus phage P335 sensu lato",354260,773,0.000175340859909685,"covid_041"
4408556,"Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Viruses|Uroviricota|Caudoviricetes|Caudovirales|Siphoviridae|","Lactococcus phage 98201",1871690,771,0.000174887196624019,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Abiotrophia","Abiotrophia defectiva",46125,752,0.000170577395410198,"covid_041"
4408556,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinomyces","Actinomyces sp. Chiba101",1851395,750,0.000170123732124532,"covid_041"
4408556,"Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Viruses|Uroviricota|Caudoviricetes|Caudovirales|Siphoviridae|","Lactococcus phage 28201",1871678,738,0.00016740175241054,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus thermophilus",322159,734,0.000166494425839209,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus","Limosilactobacillus fermentum",1381124,727,0.00016490660433938,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerostipes","Anaerostipes rhamnosivorans",1229621,721,0.000163545614482384,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiales Family XIII. Incertae Sedis","Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiales Family XIII. Incertae Sedis|Mogibacterium","Mogibacterium pumilum",86332,717,0.000162638287911053,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sp. NSJ-72",2763068,716,0.00016241145626822,"covid_041"
4408556,"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Saccharomyces","Saccharomyces eubayanus",1080349,711,0.000161277298054057,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Weissella","Weissella hellenica",46256,710,0.000161050466411224,"covid_041"
4408556,"Bacteria","Proteobacteria","","","","Bacteria|Proteobacteria||||","",1224,703,0.000159462644911395,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus","Lactococcus piscium",1364,698,0.000158328486697231,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoanaerobaculum","Lachnoanaerobaculum umeaense",617123,695,0.000157647991768733,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus thermophilus",1435972,683,0.000154926012054741,"covid_041"
4408556,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Finegoldia","Finegoldia magna",525282,676,0.000153338190554912,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","","Bacteria|Firmicutes|Clostridia|Eubacteriales||Intestinimonas","Intestinimonas butyriciproducens",1297617,670,0.000151977200697916,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerostipes","Anaerostipes caccae",105841,662,0.000150162547555254,"covid_041"
4408556,"Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Propionibacteriales|Propionibacteriaceae|Cutibacterium","Cutibacterium acnes",1747,653,0.00014812106276976,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium","Clostridium sp. SY8519",1042156,652,0.000147894231126927,"covid_041"
4408556,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinomyces","Actinomyces slackii",52774,641,0.000145399083055767,"covid_041"
4408556,"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Veillonella","Veillonella parvula",1316254,639,0.000144945419770102,"covid_041"
4408556,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides sp. CACC 737",2755405,633,0.000143584429913105,"covid_041"
4408556,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Schaalia","Schaalia meyeri",52773,598,0.00013564532241396,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Enterocloster","",2719313,594,0.00013473799584263,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Pediococcus","Pediococcus acidilactici",1254,590,0.000133830669271299,"covid_041"
4408556,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","",2646097,579,0.000131335521200139,"covid_041"
4408556,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia","Escherichia coli",562,579,0.000131335521200139,"covid_041"
4408556,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinomyces","Actinomyces howellii",52771,568,0.000128840373128979,"covid_041"
4408556,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella","Eggerthella sp. HF-1101",2690837,561,0.00012725255162915,"covid_041"
4408556,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinomyces","Actinomyces sp. ZJ750",2744574,557,0.000126345225057819,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","","Bacteria|Firmicutes|Clostridia|Eubacteriales||Flintibacter","Flintibacter sp. KGMB00164",2610895,557,0.000126345225057819,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus","Enterococcus durans",53345,539,0.000122262255486831,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lacrimispora","Lacrimispora sphenoides",1297793,529,0.000119993939058504,"covid_041"
4408556,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Peptoniphilus","Peptoniphilus harei",54005,529,0.000119993939058504,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus equi",40041,528,0.000119767107415671,"covid_041"
4408556,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinomyces","Actinomyces pacaensis",1852377,525,0.000119086612487173,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus","Lactobacillus helveticus",1587,525,0.000119086612487173,"covid_041"
4408556,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Bacteria|Actinobacteria|Actinomycetia|Actinomycetales|Actinomycetaceae|Actinomyces","Actinomyces radicidentis",111015,518,0.000117498790987344,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus sp. 1643",2576376,517,0.000117271959344511,"covid_041"
4408556,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides zhangwenhongi",2650157,515,0.000116818296058846,"covid_041"
4408556,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Corynebacteriales|Corynebacteriaceae|Corynebacterium","Corynebacterium matruchotii",43768,502,0.00011386948470202,"covid_041"
4408556,"Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Viruses|Uroviricota|Caudoviricetes|Caudovirales|Siphoviridae|","",196894,499,0.000113188989773522,"covid_041"
4408556,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium","[Clostridium] hylemonae",553973,482,0.000109332851845366,"covid_041"
4408556,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium","Bifidobacterium breve",1685,477,0.000108198693631203,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Latilactobacillus","",2767885,476,0.00010797186198837,"covid_041"
4408556,"Viruses","Uroviricota","Caudoviricetes","Caudovirales","Siphoviridae","Viruses|Uroviricota|Caudoviricetes|Caudovirales|Siphoviridae|","Lactococcus phage ul36",114416,468,0.000106157208845708,"covid_041"
4408556,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus intermedius",862967,464,0.000105249882274377,"covid_041"
4408556,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia","Leptotrichia wadei",157687,447,0.000101393744346221,"covid_041"
5177495,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Pediococcus","Pediococcus acidilactici",1254,1175114,0.226965743086184,"covid_042"
5177495,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelatoclostridium","[Clostridium] innocuum",1522,565468,0.109216522662021,"covid_042"
5177495,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|","",543,557237,0.107626757727434,"covid_042"
5177495,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lacticaseibacillus","Lacticaseibacillus rhamnosus",47715,447591,0.0864493350548866,"covid_042"
5177495,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus thermophilus",1308,332650,0.0642492170441497,"covid_042"
5177495,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides fragilis",817,182880,0.0353221007456309,"covid_042"
5177495,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Ruthenibacterium","Ruthenibacterium lactatiformans",1550024,173410,0.0334930308962153,"covid_042"
5177495,"Bacteria","","","","","Bacteria|||||","",2,139017,0.0268502432160726,"covid_042"
5177495,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Flavonifractor","Flavonifractor plautii",292800,134878,0.0260508218742848,"covid_042"
5177495,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia","Escherichia coli",562,124014,0.0239525098527377,"covid_042"
5177495,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia","Blautia producta",33035,115531,0.0223140727320838,"covid_042"
5177495,"Bacteria","Firmicutes","","","","Bacteria|Firmicutes||||","",1239,78146,0.0150933994141955,"covid_042"
5177495,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Blautia","Blautia hansenii",537007,75066,0.0144985171400455,"covid_042"
5177495,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||","",171549,70991,0.0137114569883699,"covid_042"
5177495,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Faecalibacterium","Faecalibacterium prausnitzii",853,62108,0.0119957624295147,"covid_042"
5177495,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Mediterraneibacter","[Ruminococcus] gnavus",411470,60916,0.0117655352636748,"covid_042"
5177495,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides sp. HF-162",2785531,49620,0.00958378520887031,"covid_042"
5177495,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Oscillibacter","Oscillibacter sp. NSJ-62",2763056,39524,0.00763380746866969,"covid_042"
